Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_m_Contrac_SVM/version_4,0.7317204475402832,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.4021739065647125,0.8666666746139526,0.17741934955120087
b_m_Contrac_NN/version_0,0.7145832777023315,0.3583333194255829,0.6309523582458496,0.6666666865348816,0.6166666746139526,0.5357142686843872,0.9166666865348816,0.38333332538604736
b_m_Contrac_NN/version_1,0.7647058367729187,0.24264705181121826,0.7599999904632568,0.75,0.7647058963775635,0.3199999928474426,0.9166666865348816,0.03921568766236305
b_m_Contrac_NN/version_2,0.9187328219413757,0.15757575631141663,0.8409090638160706,0.8484848737716675,0.8363636136054993,0.6818181872367859,0.9090909361839294,0.5454545617103577
b_m_Contrac_NN/version_3,0.7799144983291626,0.30199429392814636,0.6962025165557861,0.7037037014961243,0.692307710647583,0.5696202516555786,0.8888888955116272,0.4038461446762085
b_m_Contrac_NN/version_4,0.749462366104126,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.45652174949645996,0.8999999761581421,0.24193547666072845
b_m_Contrac_LogisticRegression/version_0,0.7229166030883789,0.3583333194255829,0.6309523582458496,0.6666666865348816,0.6166666746139526,0.5714285969734192,0.9166666865348816,0.4333333373069763
b_m_Contrac_LogisticRegression/version_1,0.7647058963775635,0.24264705181121826,0.7599999904632568,0.75,0.7647058963775635,0.3466666638851166,0.9166666865348816,0.0784313753247261
b_m_Contrac_LogisticRegression/version_2,0.9170798659324646,0.14848482608795166,0.8522727489471436,0.8484848737716675,0.8545454740524292,0.7840909361839294,0.9090909361839294,0.7090908885002136
b_m_Contrac_LogisticRegression/version_3,0.7770655155181885,0.27314814925193787,0.7341772317886353,0.7037037014961243,0.75,0.5189873576164246,0.8888888955116272,0.32692307233810425
b_m_Contrac_LogisticRegression/version_4,0.7408602237701416,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.45652174949645996,0.8999999761581421,0.24193547666072845
b_m_Contrac_LinearRegression/version_0,0.7159721851348877,0.3333333134651184,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.523809552192688,0.9166666865348816,0.36666667461395264
b_m_Contrac_LinearRegression/version_1,0.7720588445663452,0.26225489377975464,0.7333333492279053,0.75,0.7254902124404907,0.4266666769981384,0.9166666865348816,0.19607843458652496
b_m_Contrac_LinearRegression/version_2,0.92148756980896,0.14848482608795166,0.8522727489471436,0.8484848737716675,0.8545454740524292,0.7954545617103577,0.9090909361839294,0.7272727489471436
b_m_Contrac_LinearRegression/version_3,0.7642450332641602,0.26353275775909424,0.746835470199585,0.7037037014961243,0.7692307829856873,0.4430379867553711,0.8888888955116272,0.21153846383094788
b_m_Contrac_LinearRegression/version_4,0.7182795405387878,0.3521505296230316,0.6413043737411499,0.6666666865348816,0.6290322542190552,0.45652174949645996,0.8999999761581421,0.24193547666072845
b_m_Chemo_RandomForest/version_0,0.6642361879348755,0.3541666567325592,0.6547619104385376,0.625,0.6666666865348816,0.4285714328289032,0.875,0.25
b_m_Chemo_RandomForest/version_1,0.6008986830711365,0.38357841968536377,0.6133333444595337,0.625,0.6078431606292725,0.36000001430511475,0.7083333134651184,0.19607843458652496
b_m_Chemo_RandomForest/version_2,0.8942148685455322,0.1818181872367859,0.8181818127632141,0.8181818127632141,0.8181818127632141,0.6931818127632141,0.9090909361839294,0.5636363625526428
